"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Nível";"Cód.";"Município";"Ano x Tipo de rebanho"
"Nível";"Cód.";"Município";"2015";"2020"
"Nível";"Cód.";"Município";"Bovino";"Bovino"
"MU";"1718881";"Santa Maria do Tocantins (TO)";"25350";"27712"
"MU";"1718899";"Santa Rita do Tocantins (TO)";"86028";"99166"
"MU";"1718907";"Santa Rosa do Tocantins (TO)";"28252";"31867"
"MU";"1719004";"Santa Tereza do Tocantins (TO)";"21392";"21786"
"MU";"1720002";"Santa Terezinha do Tocantins (TO)";"11861";"16351"
"MU";"1720101";"São Bento do Tocantins (TO)";"25278";"28316"
"MU";"1720150";"São Félix do Tocantins (TO)";"3827";"3635"
"MU";"1720200";"São Miguel do Tocantins (TO)";"18346";"20407"
"MU";"1720259";"São Salvador do Tocantins (TO)";"25613";"28423"
"MU";"1720309";"São Sebastião do Tocantins (TO)";"23380";"25606"
"MU";"1720499";"São Valério (TO)";"41541";"50859"
"MU";"1720655";"Silvanópolis (TO)";"31263";"36521"
"MU";"1720804";"Sítio Novo do Tocantins (TO)";"33981";"36280"
"MU";"1720853";"Sucupira (TO)";"51530";"54952"
"MU";"1720903";"Taguatinga (TO)";"109191";"114700"
"MU";"1720937";"Taipas do Tocantins (TO)";"16358";"22650"
"MU";"1720978";"Talismã (TO)";"93746";"113011"
"MU";"1721000";"Palmas (TO)";"31586";"26502"
"MU";"1721109";"Tocantínia (TO)";"14800";"16690"
"MU";"1721208";"Tocantinópolis (TO)";"20733";"21195"
"MU";"1721257";"Tupirama (TO)";"4900";"19838"
"MU";"1721307";"Tupiratins (TO)";"17163";"14979"
"MU";"1722081";"Wanderlândia (TO)";"25359";"29787"
"MU";"1722107";"Xambioá (TO)";"92170";"99083"
"MU";"2100055";"Açailândia (MA)";"444815";"340906"
"MU";"2100105";"Afonso Cunha (MA)";"991";"1220"
"MU";"2100154";"Água Doce do Maranhão (MA)";"4300";"1735"
"MU";"2100204";"Alcântara (MA)";"4560";"4136"
"MU";"2100303";"Aldeias Altas (MA)";"3996";"4860"
"MU";"2100402";"Altamira do Maranhão (MA)";"41849";"40425"
"MU";"2100436";"Alto Alegre do Maranhão (MA)";"21994";"18606"
"MU";"2100477";"Alto Alegre do Pindaré (MA)";"43316";"60193"
"MU";"2100501";"Alto Parnaíba (MA)";"35540";"47494"
"MU";"2100550";"Amapá do Maranhão (MA)";"10449";"10890"
"MU";"2100600";"Amarante do Maranhão (MA)";"251609";"279813"
"MU";"2100709";"Anajatuba (MA)";"42242";"52987"
"MU";"2100808";"Anapurus (MA)";"2670";"1670"
"MU";"2100832";"Apicum-Açu (MA)";"2243";"2280"
"MU";"2100873";"Araguanã (MA)";"21377";"23399"
"MU";"2100907";"Araioses (MA)";"24100";"10925"
"MU";"2100956";"Arame (MA)";"109061";"153067"
"MU";"2101004";"Arari (MA)";"40698";"37889"
"MU";"2101103";"Axixá (MA)";"928";"435"
"MU";"2101202";"Bacabal (MA)";"119213";"117575"
"MU";"2101251";"Bacabeira (MA)";"7621";"4930"
"MU";"2101301";"Bacuri (MA)";"7367";"4811"
"MU";"2101350";"Bacurituba (MA)";"6460";"6709"
"MU";"2101400";"Balsas (MA)";"60404";"78450"
"MU";"2101509";"Barão de Grajaú (MA)";"11843";"13499"
"MU";"2101608";"Barra do Corda (MA)";"122814";"137384"
"MU";"2101707";"Barreirinhas (MA)";"9952";"8343"
"MU";"2101731";"Belágua (MA)";"315";"320"
"MU";"2101772";"Bela Vista do Maranhão (MA)";"8097";"8478"
"MU";"2101806";"Benedito Leite (MA)";"11893";"15091"
"MU";"2101905";"Bequimão (MA)";"12797";"7429"
"MU";"2101939";"Bernardo do Mearim (MA)";"27246";"17584"
"MU";"2101970";"Boa Vista do Gurupi (MA)";"7577";"7980"
"MU";"2102002";"Bom Jardim (MA)";"168141";"159123"
"MU";"2102036";"Bom Jesus das Selvas (MA)";"140031";"139529"
"MU";"2102077";"Bom Lugar (MA)";"48046";"59486"
"MU";"2102101";"Brejo (MA)";"12150";"11150"
"MU";"2102150";"Brejo de Areia (MA)";"16449";"27480"
"MU";"2102200";"Buriti (MA)";"9920";"7100"
"MU";"2102309";"Buriti Bravo (MA)";"32181";"36115"
"MU";"2102325";"Buriticupu (MA)";"115141";"143789"
"MU";"2102358";"Buritirana (MA)";"61243";"72312"
"MU";"2102374";"Cachoeira Grande (MA)";"1591";"1189"
"MU";"2102408";"Cajapió (MA)";"4776";"5117"
"MU";"2102507";"Cajari (MA)";"15885";"12874"
"MU";"2102556";"Campestre do Maranhão (MA)";"48893";"47739"
"MU";"2102606";"Cândido Mendes (MA)";"4533";"4808"
"MU";"2102705";"Cantanhede (MA)";"8735";"7658"
"MU";"2102754";"Capinzal do Norte (MA)";"36495";"22435"
"MU";"2102804";"Carolina (MA)";"75691";"109242"
"MU";"2102903";"Carutapera (MA)";"10546";"13995"
"MU";"2103000";"Caxias (MA)";"36975";"39175"
"MU";"2103109";"Cedral (MA)";"1124";"765"
"MU";"2103125";"Central do Maranhão (MA)";"3826";"2738"
"MU";"2103158";"Centro do Guilherme (MA)";"21317";"26090"
"MU";"2103174";"Centro Novo do Maranhão (MA)";"88962";"90234"
"MU";"2103208";"Chapadinha (MA)";"17100";"14550"
"MU";"2103257";"Cidelândia (MA)";"97704";"99369"
"MU";"2103307";"Codó (MA)";"90490";"115737"
"MU";"2103406";"Coelho Neto (MA)";"5556";"5790"
"MU";"2103505";"Colinas (MA)";"46599";"77355"
"MU";"2103554";"Conceição do Lago-Açu (MA)";"17172";"20410"
"MU";"2103604";"Coroatá (MA)";"32643";"46950"
"MU";"2103703";"Cururupu (MA)";"2253";"1683"
"MU";"2103752";"Davinópolis (MA)";"16660";"21968"
"MU";"2103802";"Dom Pedro (MA)";"15553";"20642"
"MU";"2103901";"Duque Bacelar (MA)";"4370";"4273"
"MU";"2104008";"Esperantinópolis (MA)";"15212";"22568"
"MU";"2104057";"Estreito (MA)";"136522";"129649"
"MU";"2104073";"Feira Nova do Maranhão (MA)";"40590";"75404"
"MU";"2104081";"Fernando Falcão (MA)";"18614";"23287"
"MU";"2104099";"Formosa da Serra Negra (MA)";"98672";"136153"
"MU";"2104107";"Fortaleza dos Nogueiras (MA)";"64751";"80287"
"MU";"2104206";"Fortuna (MA)";"30359";"37230"
"MU";"2104305";"Godofredo Viana (MA)";"2685";"3030"
"MU";"2104404";"Gonçalves Dias (MA)";"21539";"39864"
"MU";"2104503";"Governador Archer (MA)";"21875";"34126"
"MU";"2104552";"Governador Edison Lobão (MA)";"35084";"41243"
"MU";"2104602";"Governador Eugênio Barros (MA)";"18959";"28390"
"MU";"2104628";"Governador Luiz Rocha (MA)";"9021";"13435"
"MU";"2104651";"Governador Newton Bello (MA)";"41162";"52915"
"MU";"2104677";"Governador Nunes Freire (MA)";"22324";"24956"
"MU";"2104701";"Graça Aranha (MA)";"6427";"10361"
"MU";"2104800";"Grajaú (MA)";"160822";"202849"
"MU";"2104909";"Guimarães (MA)";"2379";"2080"
"MU";"2105005";"Humberto de Campos (MA)";"6559";"1773"
"MU";"2105104";"Icatu (MA)";"1478";"745"
"MU";"2105153";"Igarapé do Meio (MA)";"19422";"26302"
"MU";"2105203";"Igarapé Grande (MA)";"16581";"27155"
"MU";"2105302";"Imperatriz (MA)";"85771";"84913"
"MU";"2105351";"Itaipava do Grajaú (MA)";"34110";"32661"
"MU";"2105401";"Itapecuru Mirim (MA)";"24456";"17249"
"MU";"2105427";"Itinga do Maranhão (MA)";"135949";"113273"
"MU";"2105450";"Jatobá (MA)";"12580";"23545"
"MU";"2105476";"Jenipapo dos Vieiras (MA)";"69616";"73657"
"MU";"2105500";"João Lisboa (MA)";"94139";"92765"
"MU";"2105609";"Joselândia (MA)";"17605";"16744"
"MU";"2105658";"Junco do Maranhão (MA)";"28197";"29304"
"MU";"2105708";"Lago da Pedra (MA)";"89920";"95702"
"MU";"2105807";"Lago do Junco (MA)";"9655";"14247"
"MU";"2105906";"Lago Verde (MA)";"43805";"52835"
"MU";"2105922";"Lagoa do Mato (MA)";"21497";"26550"
"MU";"2105948";"Lago dos Rodrigues (MA)";"14192";"16517"
"MU";"2105963";"Lagoa Grande do Maranhão (MA)";"29659";"41037"
"MU";"2105989";"Lajeado Novo (MA)";"49494";"52939"
"MU";"2106003";"Lima Campos (MA)";"7695";"9620"
"MU";"2106102";"Loreto (MA)";"24359";"33324"
"MU";"2106201";"Luís Domingues (MA)";"4799";"4320"
"MU";"2106300";"Magalhães de Almeida (MA)";"19300";"7795"
"MU";"2106326";"Maracaçumé (MA)";"33250";"31945"
"MU";"2106359";"Marajá do Sena (MA)";"29314";"43446"
"MU";"2106375";"Maranhãozinho (MA)";"31311";"37123"
"MU";"2106409";"Mata Roma (MA)";"1950";"2050"
"MU";"2106508";"Matinha (MA)";"19383";"18769"
"MU";"2106607";"Matões (MA)";"12069";"15084"
"MU";"2106631";"Matões do Norte (MA)";"25512";"17348"
"MU";"2106672";"Milagres do Maranhão (MA)";"3850";"3150"
"MU";"2106706";"Mirador (MA)";"40997";"47350"
"MU";"2106755";"Miranda do Norte (MA)";"14688";"23582"
"MU";"2106805";"Mirinzal (MA)";"4327";"2465"
"MU";"2106904";"Monção (MA)";"34671";"45138"
"MU";"2107001";"Montes Altos (MA)";"45252";"47627"
"MU";"2107100";"Morros (MA)";"2471";"1296"
"MU";"2107209";"Nina Rodrigues (MA)";"2606";"2051"
"MU";"2107258";"Nova Colinas (MA)";"28277";"41693"
"MU";"2107308";"Nova Iorque (MA)";"7326";"9735"
"MU";"2107357";"Nova Olinda do Maranhão (MA)";"29643";"35379"
"MU";"2107407";"Olho d'Água das Cunhãs (MA)";"69113";"70654"
"MU";"2107456";"Olinda Nova do Maranhão (MA)";"8181";"6592"
"MU";"2107506";"Paço do Lumiar (MA)";"905";"664"
"MU";"2107605";"Palmeirândia (MA)";"7046";"4838"
"MU";"2107704";"Paraibano (MA)";"14932";"23377"
"MU";"2107803";"Parnarama (MA)";"70160";"69101"
"MU";"2107902";"Passagem Franca (MA)";"20630";"36273"
"MU";"2108009";"Pastos Bons (MA)";"21063";"28675"
"MU";"2108058";"Paulino Neves (MA)";"5700";"3218"
"MU";"2108108";"Paulo Ramos (MA)";"44475";"52514"
"MU";"2108207";"Pedreiras (MA)";"19808";"19327"
"MU";"2108256";"Pedro do Rosário (MA)";"22585";"22717"
"MU";"2108306";"Penalva (MA)";"13628";"13294"
"MU";"2108405";"Peri Mirim (MA)";"7108";"3828"
"MU";"2108454";"Peritoró (MA)";"27050";"34630"
"MU";"2108504";"Pindaré-Mirim (MA)";"10992";"14586"
"MU";"2108603";"Pinheiro (MA)";"34915";"32419"
"MU";"2108702";"Pio XII (MA)";"33199";"35737"
"MU";"2108801";"Pirapemas (MA)";"16243";"13442"
"MU";"2108900";"Poção de Pedras (MA)";"49102";"55193"
"MU";"2109007";"Porto Franco (MA)";"99384";"96275"
"MU";"2109056";"Porto Rico do Maranhão (MA)";"2100";"1167"
"MU";"2109106";"Presidente Dutra (MA)";"55082";"67930"
"MU";"2109205";"Presidente Juscelino (MA)";"1954";"870"
"MU";"2109239";"Presidente Médici (MA)";"25085";"29200"
"MU";"2109270";"Presidente Sarney (MA)";"7305";"5256"
"MU";"2109304";"Presidente Vargas (MA)";"1795";"1338"
"MU";"2109403";"Primeira Cruz (MA)";"4726";"1359"
"MU";"2109452";"Raposa (MA)";"419";"437"
"MU";"2109502";"Riachão (MA)";"97131";"119378"
"MU";"2109551";"Ribamar Fiquene (MA)";"51428";"59154"
"MU";"2109601";"Rosário (MA)";"3174";"1199"
"MU";"2109700";"Sambaíba (MA)";"20801";"23927"
"MU";"2109759";"Santa Filomena do Maranhão (MA)";"19951";"22598"
"MU";"2109809";"Santa Helena (MA)";"25015";"14274"
"MU";"2109908";"Santa Inês (MA)";"47680";"67744"
"MU";"2110005";"Santa Luzia (MA)";"202513";"249087"
"MU";"2110039";"Santa Luzia do Paruá (MA)";"60785";"63459"
"MU";"2110104";"Santa Quitéria do Maranhão (MA)";"12300";"5670"
"MU";"2110203";"Santa Rita (MA)";"18419";"16655"
"MU";"2110237";"Santana do Maranhão (MA)";"7300";"4215"
"MU";"2110278";"Santo Amaro do Maranhão (MA)";"3750";"1551"
"MU";"2110302";"Santo Antônio dos Lopes (MA)";"19545";"21619"
"MU";"2110401";"São Benedito do Rio Preto (MA)";"1868";"1150"
"MU";"2110500";"São Bento (MA)";"5945";"5245"
"MU";"2110609";"São Bernardo (MA)";"18900";"12866"
"MU";"2110658";"São Domingos do Azeitão (MA)";"8464";"8044"
"MU";"2110708";"São Domingos do Maranhão (MA)";"65769";"61548"
"MU";"2110807";"São Félix de Balsas (MA)";"16208";"17828"
"MU";"2110856";"São Francisco do Brejão (MA)";"81212";"68617"
"MU";"2110906";"São Francisco do Maranhão (MA)";"14702";"19518"
"MU";"2111003";"São João Batista (MA)";"12997";"10921"
"MU";"2111029";"São João do Carú (MA)";"31925";"43869"
"MU";"2111052";"São João do Paraíso (MA)";"103872";"109188"
"MU";"2111078";"São João do Soter (MA)";"7302";"11230"
"MU";"2111102";"São João dos Patos (MA)";"22129";"31714"
"MU";"2111201";"São José de Ribamar (MA)";"813";"1202"
"MU";"2111250";"São José dos Basílios (MA)";"10633";"14406"
"MU";"2111300";"São Luís (MA)";"2410";"1178"
"MU";"2111409";"São Luís Gonzaga do Maranhão (MA)";"66785";"76220"
"MU";"2111508";"São Mateus do Maranhão (MA)";"37480";"40343"
"MU";"2111532";"São Pedro da Água Branca (MA)";"26080";"26062"
"MU";"2111573";"São Pedro dos Crentes (MA)";"47475";"62347"
"MU";"2111607";"São Raimundo das Mangabeiras (MA)";"28980";"37788"
"MU";"2111631";"São Raimundo do Doca Bezerra (MA)";"7054";"8797"
"MU";"2111672";"São Roberto (MA)";"6606";"8267"
"MU";"2111706";"São Vicente Ferrer (MA)";"8383";"7599"
"MU";"2111722";"Satubinha (MA)";"17459";"25522"
"MU";"2111748";"Senador Alexandre Costa (MA)";"13157";"16833"
"MU";"2111763";"Senador La Rocque (MA)";"135259";"94780"
"MU";"2111789";"Serrano do Maranhão (MA)";"8084";"5989"
"MU";"2111805";"Sítio Novo (MA)";"123556";"148387"
"MU";"2111904";"Sucupira do Norte (MA)";"12816";"17954"
"MU";"2111953";"Sucupira do Riachão (MA)";"7842";"9746"
"MU";"2112001";"Tasso Fragoso (MA)";"15879";"20084"
"MU";"2112100";"Timbiras (MA)";"8454";"10260"
"MU";"2112209";"Timon (MA)";"17991";"21100"
"MU";"2112233";"Trizidela do Vale (MA)";"11555";"12487"
"MU";"2112274";"Tufilândia (MA)";"17564";"17240"
"MU";"2112308";"Tuntum (MA)";"111415";"132127"
"MU";"2112407";"Turiaçu (MA)";"15143";"11016"
"MU";"2112456";"Turilândia (MA)";"32385";"29083"
"MU";"2112506";"Tutóia (MA)";"7900";"2725"
"MU";"2112605";"Urbano Santos (MA)";"1230";"1200"
"MU";"2112704";"Vargem Grande (MA)";"18482";"18420"
"MU";"2112803";"Viana (MA)";"20510";"20075"
"MU";"2112852";"Vila Nova dos Martírios (MA)";"83899";"87378"
"MU";"2112902";"Vitória do Mearim (MA)";"26697";"25573"
"MU";"2113009";"Vitorino Freire (MA)";"88406";"87945"
"MU";"2114007";"Zé Doca (MA)";"125156";"137720"
"MU";"2200053";"Acauã (PI)";"7101";"6356"
"MU";"2200103";"Agricolândia (PI)";"1993";"1638"
"MU";"2200202";"Água Branca (PI)";"3652";"2876"
"MU";"2200251";"Alagoinha do Piauí (PI)";"4210";"5661"
"MU";"2200277";"Alegrete do Piauí (PI)";"4751";"3665"
"MU";"2200301";"Alto Longá (PI)";"8190";"14619"
"MU";"2200400";"Altos (PI)";"8188";"7566"
"MU";"2200459";"Alvorada do Gurguéia (PI)";"10470";"7263"
"MU";"2200509";"Amarante (PI)";"11203";"9378"
"MU";"2200608";"Angical do Piauí (PI)";"5981";"5539"
"MU";"2200707";"Anísio de Abreu (PI)";"2199";"2096"
"MU";"2200806";"Antônio Almeida (PI)";"3618";"3642"
"MU";"2200905";"Aroazes (PI)";"7126";"6701"
"MU";"2200954";"Aroeiras do Itaim (PI)";"2877";"3311"
"MU";"2201002";"Arraial (PI)";"3604";"3350"
"MU";"2201051";"Assunção do Piauí (PI)";"7286";"4451"
"MU";"2201101";"Avelino Lopes (PI)";"12429";"11489"
"MU";"2201150";"Baixa Grande do Ribeiro (PI)";"13693";"13918"
"MU";"2201176";"Barra D'Alcântara (PI)";"2511";"2175"
"MU";"2201200";"Barras (PI)";"16733";"15943"
"MU";"2201309";"Barreiras do Piauí (PI)";"9456";"4821"
"MU";"2201408";"Barro Duro (PI)";"1678";"1646"
"MU";"2201507";"Batalha (PI)";"15828";"15517"
"MU";"2201556";"Bela Vista do Piauí (PI)";"6266";"5926"
"MU";"2201572";"Belém do Piauí (PI)";"1693";"1973"
"MU";"2201606";"Beneditinos (PI)";"4966";"4882"
"MU";"2201705";"Bertolínia (PI)";"13140";"9339"
"MU";"2201739";"Betânia do Piauí (PI)";"5136";"2608"
"MU";"2201770";"Boa Hora (PI)";"1913";"1660"
"MU";"2201804";"Bocaina (PI)";"2465";"3385"
"MU";"2201903";"Bom Jesus (PI)";"26095";"26701"
"MU";"2201919";"Bom Princípio do Piauí (PI)";"5254";"3147"
"MU";"2201929";"Bonfim do Piauí (PI)";"1320";"1646"
"MU";"2201945";"Boqueirão do Piauí (PI)";"2034";"1309"
"MU";"2201960";"Brasileira (PI)";"5338";"4039"
"MU";"2201988";"Brejo do Piauí (PI)";"6293";"5611"
"MU";"2202000";"Buriti dos Lopes (PI)";"8442";"6225"
"MU";"2202026";"Buriti dos Montes (PI)";"6890";"7026"
"MU";"2202059";"Cabeceiras do Piauí (PI)";"6659";"5785"
"MU";"2202075";"Cajazeiras do Piauí (PI)";"8150";"4090"
"MU";"2202083";"Cajueiro da Praia (PI)";"1847";"1095"
"MU";"2202091";"Caldeirão Grande do Piauí (PI)";"3590";"3235"
"MU";"2202109";"Campinas do Piauí (PI)";"7820";"7420"
"MU";"2202117";"Campo Alegre do Fidalgo (PI)";"2647";"2455"
"MU";"2202133";"Campo Grande do Piauí (PI)";"2279";"2101"
"MU";"2202174";"Campo Largo do Piauí (PI)";"3888";"4224"
"MU";"2202208";"Campo Maior (PI)";"25600";"21939"
"MU";"2202251";"Canavieira (PI)";"11306";"9779"
"MU";"2202307";"Canto do Buriti (PI)";"13380";"9287"
"MU";"2202406";"Capitão de Campos (PI)";"3958";"4115"
"MU";"2202455";"Capitão Gervásio Oliveira (PI)";"6917";"5405"
"MU";"2202505";"Caracol (PI)";"3288";"4285"
"MU";"2202539";"Caraúbas do Piauí (PI)";"10309";"8768"
"MU";"2202554";"Caridade do Piauí (PI)";"4515";"4332"
"MU";"2202604";"Castelo do Piauí (PI)";"14282";"10935"
"MU";"2202653";"Caxingó (PI)";"5237";"4147"
"MU";"2202703";"Cocal (PI)";"6953";"7124"
"MU";"2202711";"Cocal de Telha (PI)";"2833";"2630"
"MU";"2202729";"Cocal dos Alves (PI)";"1234";"2110"
"MU";"2202737";"Coivaras (PI)";"2905";"2875"
"MU";"2202752";"Colônia do Gurguéia (PI)";"5903";"6094"
"MU";"2202778";"Colônia do Piauí (PI)";"8089";"7802"
"MU";"2202802";"Conceição do Canindé (PI)";"5016";"3790"
"MU";"2202851";"Coronel José Dias (PI)";"2610";"2760"
"MU";"2202901";"Corrente (PI)";"51911";"29416"
"MU";"2203008";"Cristalândia do Piauí (PI)";"24042";"20492"
"MU";"2203107";"Cristino Castro (PI)";"8380";"5339"
"MU";"2203206";"Curimatá (PI)";"22258";"20524"
"MU";"2203230";"Currais (PI)";"9304";"14404"
"MU";"2203255";"Curralinhos (PI)";"3195";"3601"
"MU";"2203271";"Curral Novo do Piauí (PI)";"4255";"2865"
"MU";"2203305";"Demerval Lobão (PI)";"2326";"1750"
"MU";"2203354";"Dirceu Arcoverde (PI)";"3600";"3609"
"MU";"2203404";"Dom Expedito Lopes (PI)";"2055";"1193"
"MU";"2203420";"Domingos Mourão (PI)";"2566";"3108"
"MU";"2203453";"Dom Inocêncio (PI)";"7313";"7462"
"MU";"2203503";"Elesbão Veloso (PI)";"20398";"16249"
"MU";"2203602";"Eliseu Martins (PI)";"7200";"6257"
"MU";"2203701";"Esperantina (PI)";"11255";"9022"
"MU";"2203750";"Fartura do Piauí (PI)";"2833";"3232"
"MU";"2203800";"Flores do Piauí (PI)";"5395";"4671"
"MU";"2203859";"Floresta do Piauí (PI)";"2749";"2593"
"MU";"2203909";"Floriano (PI)";"15593";"10831"
"MU";"2204006";"Francinópolis (PI)";"2980";"3016"
"MU";"2204105";"Francisco Ayres (PI)";"4528";"3626"
"MU";"2204154";"Francisco Macedo (PI)";"1967";"1591"
"MU";"2204204";"Francisco Santos (PI)";"2696";"3408"
"MU";"2204303";"Fronteiras (PI)";"8278";"6086"
"MU";"2204352";"Geminiano (PI)";"4868";"3698"
"MU";"2204402";"Gilbués (PI)";"17766";"10892"
"MU";"2204501";"Guadalupe (PI)";"6092";"5388"
"MU";"2204550";"Guaribas (PI)";"1378";"2076"
"MU";"2204600";"Hugo Napoleão (PI)";"2233";"2114"
"MU";"2204659";"Ilha Grande (PI)";"2523";"1702"
"MU";"2204709";"Inhuma (PI)";"5431";"7632"
"MU";"2204808";"Ipiranga do Piauí (PI)";"3245";"2938"
"MU";"2204907";"Isaías Coelho (PI)";"8226";"8266"
"MU";"2205003";"Itainópolis (PI)";"7551";"7298"
"MU";"2205102";"Itaueira (PI)";"14767";"13884"
"MU";"2205151";"Jacobina do Piauí (PI)";"11325";"10810"
"MU";"2205201";"Jaicós (PI)";"4328";"4159"
"MU";"2205250";"Jardim do Mulato (PI)";"3420";"3311"
"MU";"2205276";"Jatobá do Piauí (PI)";"6699";"7470"
"MU";"2205300";"Jerumenha (PI)";"7746";"6914"
"MU";"2205359";"João Costa (PI)";"4576";"3686"
"MU";"2205409";"Joaquim Pires (PI)";"13565";"11344"
"MU";"2205458";"Joca Marques (PI)";"5990";"4703"
"MU";"2205508";"José de Freitas (PI)";"15771";"14402"
"MU";"2205516";"Juazeiro do Piauí (PI)";"6492";"4194"
"MU";"2205524";"Júlio Borges (PI)";"14372";"12159"
"MU";"2205532";"Jurema (PI)";"2434";"2541"
"MU";"2205540";"Lagoinha do Piauí (PI)";"2225";"1444"
"MU";"2205557";"Lagoa Alegre (PI)";"3983";"1852"
"MU";"2205565";"Lagoa do Barro do Piauí (PI)";"5598";"3605"
"MU";"2205573";"Lagoa de São Francisco (PI)";"1278";"1214"
"MU";"2205581";"Lagoa do Piauí (PI)";"2732";"3057"
"MU";"2205599";"Lagoa do Sítio (PI)";"3770";"3714"
"MU";"2205607";"Landri Sales (PI)";"8429";"7790"
"MU";"2205706";"Luís Correia (PI)";"10444";"8975"
"MU";"2205805";"Luzilândia (PI)";"10965";"7967"
"MU";"2205854";"Madeiro (PI)";"4498";"4250"
"MU";"2205904";"Manoel Emídio (PI)";"7870";"7701"
"MU";"2205953";"Marcolândia (PI)";"1503";"729"
"MU";"2206001";"Marcos Parente (PI)";"5548";"5572"
"MU";"2206050";"Massapê do Piauí (PI)";"3993";"2811"
"MU";"2206100";"Matias Olímpio (PI)";"3137";"2261"
"MU";"2206209";"Miguel Alves (PI)";"7260";"7328"
"MU";"2206308";"Miguel Leão (PI)";"390";"210"
"MU";"2206357";"Milton Brandão (PI)";"4233";"3692"
"MU";"2206407";"Monsenhor Gil (PI)";"4688";"2738"
"MU";"2206506";"Monsenhor Hipólito (PI)";"3474";"5429"
"MU";"2206605";"Monte Alegre do Piauí (PI)";"20258";"24164"
"MU";"2206654";"Morro Cabeça no Tempo (PI)";"9525";"6559"
"MU";"2206670";"Morro do Chapéu do Piauí (PI)";"5409";"4238"
"MU";"2206696";"Murici dos Portelas (PI)";"5938";"4816"
"MU";"2206704";"Nazaré do Piauí (PI)";"8463";"6857"
"MU";"2206720";"Nazária (PI)";"7463";"4245"
"MU";"2206753";"Nossa Senhora de Nazaré (PI)";"3176";"3774"
"MU";"2206803";"Nossa Senhora dos Remédios (PI)";"2626";"4033"
"MU";"2206902";"Novo Oriente do Piauí (PI)";"6189";"7102"
"MU";"2206951";"Novo Santo Antônio (PI)";"3151";"4337"
"MU";"2207009";"Oeiras (PI)";"15610";"13850"
"MU";"2207108";"Olho D'Água do Piauí (PI)";"4238";"3585"
"MU";"2207207";"Padre Marcos (PI)";"2543";"2389"
"MU";"2207306";"Paes Landim (PI)";"4843";"3701"
"MU";"2207355";"Pajeú do Piauí (PI)";"5110";"5029"
"MU";"2207405";"Palmeira do Piauí (PI)";"8330";"7415"
"MU";"2207504";"Palmeirais (PI)";"9413";"6258"
"MU";"2207553";"Paquetá (PI)";"4007";"2471"
"MU";"2207603";"Parnaguá (PI)";"42161";"41551"
"MU";"2207702";"Parnaíba (PI)";"8320";"6088"
"MU";"2207751";"Passagem Franca do Piauí (PI)";"4672";"4436"
"MU";"2207777";"Patos do Piauí (PI)";"5388";"4906"
"MU";"2207793";"Pau D'Arco do Piauí (PI)";"1953";"1873"
"MU";"2207801";"Paulistana (PI)";"13933";"9398"
"MU";"2207850";"Pavussu (PI)";"3583";"2309"
"MU";"2207900";"Pedro II (PI)";"7166";"5910"
"MU";"2207934";"Pedro Laurentino (PI)";"6200";"5253"
"MU";"2207959";"Nova Santa Rita (PI)";"8544";"5928"
"MU";"2208007";"Picos (PI)";"14706";"10035"
"MU";"2208106";"Pimenteiras (PI)";"13191";"14450"
"MU";"2208205";"Pio IX (PI)";"8905";"7359"
"MU";"2208304";"Piracuruca (PI)";"14472";"14194"
"MU";"2208403";"Piripiri (PI)";"13320";"11965"
"MU";"2208502";"Porto (PI)";"3096";"3003"
"MU";"2208551";"Porto Alegre do Piauí (PI)";"6185";"6128"
"MU";"2208601";"Prata do Piauí (PI)";"1307";"1289"
"MU";"2208650";"Queimada Nova (PI)";"6677";"5537"
"MU";"2208700";"Redenção do Gurguéia (PI)";"14720";"12185"
"MU";"2208809";"Regeneração (PI)";"6214";"5264"
"MU";"2208858";"Riacho Frio (PI)";"18643";"15489"
"MU";"2208874";"Ribeira do Piauí (PI)";"7166";"6674"
"MU";"2208908";"Ribeiro Gonçalves (PI)";"12722";"9361"
"MU";"2209005";"Rio Grande do Piauí (PI)";"8680";"5501"
"MU";"2209104";"Santa Cruz do Piauí (PI)";"6184";"5755"
"MU";"2209153";"Santa Cruz dos Milagres (PI)";"21524";"19145"
"MU";"2209203";"Santa Filomena (PI)";"15970";"14680"
"MU";"2209302";"Santa Luz (PI)";"18627";"13862"
"MU";"2209351";"Santana do Piauí (PI)";"1164";"924"
"MU";"2209377";"Santa Rosa do Piauí (PI)";"6786";"5551"
"MU";"2209401";"Santo Antônio de Lisboa (PI)";"1895";"2645"
"MU";"2209450";"Santo Antônio dos Milagres (PI)";"278";"267"
"MU";"2209500";"Santo Inácio do Piauí (PI)";"4478";"4895"
"MU";"2209559";"São Braz do Piauí (PI)";"1218";"1271"
"MU";"2209609";"São Félix do Piauí (PI)";"5053";"5902"
"MU";"2209658";"São Francisco de Assis do Piauí (PI)";"5590";"4065"
"MU";"2209708";"São Francisco do Piauí (PI)";"8061";"6092"
"MU";"2209757";"São Gonçalo do Gurguéia (PI)";"6519";"6113"
"MU";"2209807";"São Gonçalo do Piauí (PI)";"3524";"2419"
"MU";"2209856";"São João da Canabrava (PI)";"1494";"1189"
"MU";"2209872";"São João da Fronteira (PI)";"3308";"3067"
"MU";"2209906";"São João da Serra (PI)";"9362";"8634"
